STATEFP20,COUNTYFP20,VTDST20,GEOID20,VTDI20,NAME20,NAMELSAD20,LSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20
34,035,005008,34035005008,P,Bedminster township voting district 8,Bedminster township voting district 8,00,G5240,S,563225,0,+40.6538049,-074.6292110
34,035,040212,34035040212,A,Franklin township ward 2 voting district 12,Franklin township ward 2 voting district 12,00,G5240,N,7875871,83176,+40.5330992,-074.5459246
34,035,040438,34035040438,A,Franklin township ward 4 voting district 38,Franklin township ward 4 voting district 38,00,G5240,N,964234,0,+40.4904876,-074.4967129
34,035,105001,34035105001,A,Watchung borough voting district 1,Watchung borough voting district 1,00,G5240,N,2144555,53833,+40.6360417,-074.4618981
34,035,030036,34035030036,A,Bridgewater township voting district 36,Bridgewater township voting district 36,00,G5240,N,757901,0,+40.5936693,-074.6695360
34,035,030003,34035030003,A,Bridgewater township voting district 3,Bridgewater township voting district 3,00,G5240,N,2364886,136415,+40.5604495,-074.5922802
34,035,090012,34035090012,A,Somerville borough voting district 12,Somerville borough voting district 12,00,G5240,N,361075,0,+40.5678588,-074.5904458
34,035,030006,34035030006,A,Bridgewater township voting district 6,Bridgewater township voting district 6,00,G5240,N,2526435,1786,+40.6280251,-074.6038128
34,035,100004,34035100004,P,Warren township voting district 4,Warren township voting district 4,00,G5240,S,2887598,7442,+40.6107485,-074.5480271
34,035,040549,34035040549,P,Franklin township ward 5 voting district 49,Franklin township ward 5 voting district 49,00,G5240,S,745019,81469,+40.5101657,-074.4888809
34,035,040326,34035040326,A,Franklin township ward 3 voting district 26,Franklin township ward 3 voting district 26,00,G5240,N,10219393,268644,+40.5097016,-074.5595170
34,035,010004,34035010004,A,Bernards township voting district 4,Bernards township voting district 4,00,G5240,N,1940993,0,+40.6560460,-074.6044698
34,035,040331,34035040331,A,Franklin township ward 3 voting district 31,Franklin township ward 3 voting district 31,00,G5240,N,5467607,9338,+40.4597543,-074.5256945
34,035,025006,34035025006,A,Branchburg township voting district 6,Branchburg township voting district 6,00,G5240,N,5296750,124696,+40.5542727,-074.7016361
34,035,030023,34035030023,A,Bridgewater township voting district 23,Bridgewater township voting district 23,00,G5240,N,2870539,0,+40.6155055,-074.5981692
34,035,065006,34035065006,A,Montgomery township voting district 6,Montgomery township voting district 6,00,G5240,N,2739311,56145,+40.4315295,-074.6278044
34,035,085001,34035085001,A,Rocky Hill borough voting district 1,Rocky Hill borough voting district 1,00,G5240,N,1581982,8439,+40.4003475,-074.6389222
34,035,020005,34035020005,A,Bound Brook borough voting district 5,Bound Brook borough voting district 5,00,G5240,N,329300,0,+40.5697662,-074.5322216
34,035,065016,34035065016,A,Montgomery township voting district 16,Montgomery township voting district 16,00,G5240,N,3067532,7242,+40.3996907,-074.7160161
34,035,050014,34035050014,A,Hillsborough township voting district 14,Hillsborough township voting district 14,00,G5240,N,676954,0,+40.4988118,-074.6647846
34,035,010014,34035010014,A,Bernards township voting district 14,Bernards township voting district 14,00,G5240,N,2646869,4037,+40.6677512,-074.5637798
34,035,065017,34035065017,A,Montgomery township voting district 17,Montgomery township voting district 17,00,G5240,N,662481,0,+40.4666380,-074.6579123
34,035,040548,34035040548,P,Franklin township ward 5 voting district 48,Franklin township ward 5 voting district 48,00,G5240,S,434448,34428,+40.5085849,-074.4820422
34,035,040551,34035040551,P,Franklin township ward 5 voting district51,Franklin township ward 5 voting district51,00,G5240,S,1076466,24543,+40.5169368,-074.4968935
34,035,010023,34035010023,A,Bernards township voting district 23,Bernards township voting district 23,00,G5240,N,535484,0,+40.6537633,-074.6188371
34,035,040329,34035040329,A,Franklin township ward 3 voting district 29,Franklin township ward 3 voting district 29,00,G5240,N,2429409,0,+40.4857366,-074.5235875
34,035,080001,34035080001,A,Raritan borough voting district 1,Raritan borough voting district 1,00,G5240,N,872064,53561,+40.5663773,-074.6347854
34,035,100009,34035100009,P,Warren township voting district 9,Warren township voting district 9,00,G5240,S,3651874,26286,+40.6627603,-074.4658746
34,035,030026,34035030026,A,Bridgewater township voting district 26,Bridgewater township voting district 26,00,G5240,N,2035303,0,+40.6188662,-074.6411468
34,035,075001,34035075001,A,Peapack and Gladstone borough voting district 1,Peapack and Gladstone borough voting district 1,00,G5240,N,6797959,7994,+40.7166780,-074.6682554
34,035,030014,34035030014,A,Bridgewater township voting district 14,Bridgewater township voting district 14,00,G5240,N,1921452,0,+40.5720679,-074.5697346
34,035,050005,34035050005,P,Hillsborough township voting district 5,Hillsborough township voting district 5,00,G5240,S,2812821,45421,+40.5475227,-074.6085052
34,035,070002,34035070002,A,North Plainfield borough voting district 2,North Plainfield borough voting district 2,00,G5240,N,490614,0,+40.6301468,-074.4215893
34,035,090006,34035090006,A,Somerville borough voting district 6,Somerville borough voting district 6,00,G5240,N,388187,0,+40.5682292,-074.5970674
34,035,040441,34035040441,A,Franklin township ward 4 voting district 41,Franklin township ward 4 voting district 41,00,G5240,N,485933,0,+40.4954315,-074.4789099
34,035,100002,34035100002,A,Warren township voting district 2,Warren township voting district 2,00,G5240,N,2286545,0,+40.6302863,-074.5408483
34,035,050004,34035050004,P,Hillsborough township voting district 4,Hillsborough township voting district 4,00,G5240,S,10474065,6152,+40.4817654,-074.6342754
34,035,010006,34035010006,A,Bernards township voting district 6,Bernards township voting district 6,00,G5240,N,1853223,0,+40.6995753,-074.5620095
34,035,010008,34035010008,A,Bernards township voting district 8,Bernards township voting district 8,00,G5240,N,1980386,0,+40.6820690,-074.5753398
34,035,040550,34035040550,A,Franklin township ward 5 voting district 50,Franklin township ward 5 voting district 50,00,G5240,N,704751,0,+40.5072890,-074.4986215
34,035,030034,34035030034,A,Bridgewater township voting district 34,Bridgewater township voting district 34,00,G5240,N,557664,0,+40.5849059,-074.6694899
34,035,065012,34035065012,A,Montgomery township voting district 12,Montgomery township voting district 12,00,G5240,N,3072053,63754,+40.4495731,-074.6101417
34,035,050009,34035050009,A,Hillsborough township voting district 9,Hillsborough township voting district 9,00,G5240,N,3752742,86785,+40.4867358,-074.5864614
34,035,050016,34035050016,A,Hillsborough township voting district 16,Hillsborough township voting district 16,00,G5240,N,328781,0,+40.5145926,-074.6424290
34,035,040330,34035040330,A,Franklin township ward 3 voting district 30,Franklin township ward 3 voting district 30,00,G5240,N,3714668,0,+40.4735979,-074.5161460
34,035,025010,34035025010,A,Branchburg township voting district 10,Branchburg township voting district 10,00,G5240,N,2763952,33800,+40.5898666,-074.6899745
34,035,005009,34035005009,A,Bedminster township voting district 9,Bedminster township voting district 9,00,G5240,N,609092,0,+40.6629163,-074.6373898
34,035,050018,34035050018,A,Hillsborough township voting district 18,Hillsborough township voting district 18,00,G5240,N,1841484,0,+40.4646360,-074.6212668
34,035,040334,34035040334,A,Franklin township ward 3 voting district 34,Franklin township ward 3 voting district 34,00,G5240,N,335779,0,+40.4477751,-074.5291540
34,035,055003,34035055003,A,Manville borough voting district 3,Manville borough voting district 3,00,G5240,N,1403003,97288,+40.5399920,-074.5811005
34,003,215002,34003215002,A,Old Tappan borough voting district 2,Old Tappan borough voting district 2,00,G5240,N,3300395,2147593,+41.0233048,-073.9842230
34,003,015016,34003015016,A,Bergenfield borough voting district 16,Bergenfield borough voting district 16,00,G5240,N,432827,0,+40.9340758,-074.0075741
34,003,190002,34003190002,A,New Milford borough voting district 2,New Milford borough voting district 2,00,G5240,N,653773,0,+40.9491261,-074.0087353
34,003,300017,34003300017,A,Teaneck township voting district 17,Teaneck township voting district 17,00,G5240,N,736632,0,+40.8955627,-074.0068798
34,003,255019,34003255019,A,Ridgewood village voting district 19,Ridgewood village voting district 19,00,G5240,N,703890,9838,+40.9614139,-074.1007335
34,003,067005,34003067005,A,Elmwood Park borough voting district 5,Elmwood Park borough voting district 5,00,G5240,N,340638,25999,+40.9214791,-074.1261718
34,003,330005,34003330005,P,Washington township voting district 5,Washington township voting district 5,00,G5240,S,869634,0,+40.9948161,-074.0515725
34,003,095007,34003095007,A,Fort Lee borough voting district 7,Fort Lee borough voting district 7,00,G5240,N,615616,0,+40.8524291,-073.9819663
34,003,030012,34003030012,A,Cliffside Park borough voting district 12,Cliffside Park borough voting district 12,00,G5240,N,153013,0,+40.8296198,-073.9888990
34,003,110005,34003110005,P,Glen Rock borough voting district 5,Glen Rock borough voting district 5,00,G5240,S,1203978,0,+40.9551716,-074.1348881
34,003,195006,34003195006,P,North Arlington borough voting district 6,North Arlington borough voting district 6,00,G5240,S,232962,10112,+40.7930580,-074.1347763
34,003,015008,34003015008,A,Bergenfield borough voting district 8,Bergenfield borough voting district 8,00,G5240,N,337486,0,+40.9221584,-073.9866369
34,003,100002,34003100002,P,Franklin Lakes borough voting district 2,Franklin Lakes borough voting district 2,00,G5240,S,3018207,20913,+41.0244298,-074.1971092
34,003,085019,34003085019,A,Fair Lawn borough voting district 19,Fair Lawn borough voting district 19,00,G5240,N,385553,0,+40.9314680,-074.1296212
34,003,340002,34003340002,A,Woodcliff Lake borough voting district 2,Woodcliff Lake borough voting district 2,00,G5240,N,2389015,309098,+41.0169831,-074.0514421
34,003,165006,34003165006,P,Mahwah township voting district 6,Mahwah township voting district 6,00,G5240,S,1743043,15733,+41.0352497,-074.1730810
34,003,255004,34003255004,A,Ridgewood village voting district 4,Ridgewood village voting district 4,00,G5240,N,856152,0,+40.9851160,-074.1303606
34,003,255001,34003255001,A,Ridgewood village voting district 1,Ridgewood village voting district 1,00,G5240,N,811444,23624,+41.0007325,-074.1196287
34,003,300005,34003300005,A,Teaneck township voting district 5,Teaneck township voting district 5,00,G5240,N,387740,0,+40.8860996,-074.0247007
34,003,255015,34003255015,A,Ridgewood village voting district 15,Ridgewood village voting district 15,00,G5240,N,905366,35527,+40.9825200,-074.0937927
34,003,085013,34003085013,P,Fair Lawn borough voting district 13,Fair Lawn borough voting district 13,00,G5240,S,394257,0,+40.9433357,-074.1186254
34,003,305011,34003305011,P,Tenafly borough voting district 11,Tenafly borough voting district 11,00,G5240,S,1531277,0,+40.9084184,-073.9512301
34,003,030009,34003030009,A,Cliffside Park borough voting district 9,Cliffside Park borough voting district 9,00,G5240,N,193793,0,+40.8225030,-073.9828548
34,003,335002,34003335002,A,Westwood borough voting district 2,Westwood borough voting district 2,00,G5240,N,737068,10544,+40.9980253,-074.0338932
34,003,145003,34003145003,A,Leonia borough voting district 3,Leonia borough voting district 3,00,G5240,N,366314,0,+40.8612666,-073.9907466
34,003,030006,34003030006,A,Cliffside Park borough voting district 6,Cliffside Park borough voting district 6,00,G5240,N,209505,0,+40.8244109,-073.9923893
34,003,085020,34003085020,P,Fair Lawn borough voting district 20,Fair Lawn borough voting district 20,00,G5240,S,504979,0,+40.9400050,-074.1318085
34,003,115301,34003115301,P,Hackensack city ward 3 voting district 1,Hackensack city ward 3 voting district 1,00,G5240,S,244980,0,+40.8824017,-074.0499783
34,003,015009,34003015009,A,Bergenfield borough voting district 9,Bergenfield borough voting district 9,00,G5240,N,945052,9362,+40.9175862,-073.9884116
34,003,115404,34003115404,P,Hackensack city ward 4 voting district 4,Hackensack city ward 4 voting district 4,00,G5240,S,436988,0,+40.8972247,-074.0559657
34,003,325002,34003325002,A,Wallington borough voting district 2,Wallington borough voting district 2,00,G5240,N,307880,78206,+40.8570910,-074.1167803
34,005,125013,34005125013,A,Mount Laurel township voting district 13,Mount Laurel township voting district 13,00,G5240,N,742728,0,+39.9233977,-074.9150945
34,005,150006,34005150006,A,Pemberton township voting district 6,Pemberton township voting district 6,00,G5240,N,31025340,88998,+39.9874117,-074.6733375
34,005,125016,34005125016,A,Mount Laurel township voting district 16,Mount Laurel township voting district 16,00,G5240,N,2176658,17654,+39.9254614,-074.8730599
34,005,195001,34005195001,A,Woodland township voting district 1,Woodland township voting district 1,00,G5240,N,239931901,4679665,+39.8412891,-074.5177398
34,003,220003,34003220003,P,Oradell borough voting district 3,Oradell borough voting district 3,00,G5240,S,691232,0,+40.9461060,-074.0344371
34,003,135005,34003135005,A,Hillsdale borough voting district 5,Hillsdale borough voting district 5,00,G5240,N,1660402,2728,+41.0128814,-074.0285215
34,003,085008,34003085008,A,Fair Lawn borough voting district 8,Fair Lawn borough voting district 8,00,G5240,N,409007,0,+40.9273373,-074.1029529
34,003,060003,34003060003,A,East Rutherford borough voting district 3,East Rutherford borough voting district 3,00,G5240,N,454679,0,+40.8372516,-074.1024891
34,003,035001,34003035001,P,Closter borough voting district 1,Closter borough voting district 1,00,G5240,S,759515,0,+40.9707153,-073.9682418
34,003,345002,34003345002,A,Wood-Ridge borough voting district 2,Wood-Ridge borough voting district 2,00,G5240,N,284396,0,+40.8495829,-074.0832095
34,003,200001,34003200001,P,Northvale borough voting district 1,Northvale borough voting district 1,00,G5240,S,756346,0,+41.0158438,-073.9591058
34,003,155011,34003155011,P,Lodi borough voting district 11,Lodi borough voting district 11,00,G5240,S,488470,7049,+40.8853355,-074.0799202
34,003,065002,34003065002,A,Edgewater borough voting district 2,Edgewater borough voting district 2,00,G5240,N,468493,589331,+40.8312000,-073.9707936
34,003,210008,34003210008,A,Oakland borough voting district 8,Oakland borough voting district 8,00,G5240,N,1669625,17775,+41.0439821,-074.2213012
34,003,085003,34003085003,P,Fair Lawn borough voting district 3,Fair Lawn borough voting district 3,00,G5240,S,588437,26882,+40.9413814,-074.1008304
34,003,255016,34003255016,A,Ridgewood village voting district 16,Ridgewood village voting district 16,00,G5240,N,451169,0,+40.9781795,-074.0995286
34,003,095004,34003095004,P,Fort Lee borough voting district 4,Fort Lee borough voting district 4,00,G5240,S,45297,0,+40.8407126,-073.9730086
34,003,150005,34003150005,A,Little Ferry borough voting district 5,Little Ferry borough voting district 5,00,G5240,N,703059,71333,+40.8531320,-074.0342647
34,003,075302,34003075302,A,Englewood city ward 3 voting district 2,Englewood city ward 3 voting district 2,00,G5240,N,623873,0,+40.9079322,-073.9771402
34,003,260005,34003260005,P,River Edge borough voting district 5,River Edge borough voting district 5,00,G5240,S,419742,0,+40.9246244,-074.0415336
34,003,185003,34003185003,P,Moonachie borough voting district 3,Moonachie borough voting district 3,00,G5240,S,1023548,12676,+40.8357651,-074.0471316
34,003,040003,34003040003,P,Cresskill borough voting district 3,Cresskill borough voting district 3,00,G5240,S,2151366,597,+40.9361208,-073.9480481
34,003,305006,34003305006,A,Tenafly borough voting district 6,Tenafly borough voting district 6,00,G5240,N,321544,0,+40.9164462,-073.9688235
34,003,160002,34003160002,P,Lyndhurst township voting district 2,Lyndhurst township voting district 2,00,G5240,S,285419,0,+40.8076183,-074.1123014
34,003,160014,34003160014,A,Lyndhurst township voting district 14,Lyndhurst township voting district 14,00,G5240,N,241084,0,+40.8058031,-074.1288265
34,003,125003,34003125003,P,Hasbrouck Heights borough voting district 3,Hasbrouck Heights borough voting district 3,00,G5240,S,373124,0,+40.8586775,-074.0797525
34,003,105201,34003105201,A,Garfield city ward 2 voting district 1,Garfield city ward 2 voting district 1,00,G5240,N,452585,73055,+40.8785557,-074.1145565
34,003,095015,34003095015,A,Fort Lee borough voting district 15,Fort Lee borough voting district 15,00,G5240,N,241510,0,+40.8621337,-073.9606657
34,003,225002,34003225002,A,Palisades Park borough voting district 2,Palisades Park borough voting district 2,00,G5240,N,313199,0,+40.8512034,-074.0002109
34,003,330002,34003330002,A,Washington township voting district 2,Washington township voting district 2,00,G5240,N,1471789,0,+40.9976334,-074.0677448
34,003,280006,34003280006,A,Rutherford borough voting district 6,Rutherford borough voting district 6,00,G5240,N,356999,0,+40.8297682,-074.1050472
34,003,305009,34003305009,A,Tenafly borough voting district 9,Tenafly borough voting district 9,00,G5240,N,803670,0,+40.9189348,-073.9631926
34,003,280003,34003280003,A,Rutherford borough voting district 3,Rutherford borough voting district 3,00,G5240,N,448542,0,+40.8332551,-074.1155552
34,003,190008,34003190008,P,New Milford borough voting district 8,New Milford borough voting district 8,00,G5240,S,502081,1848,+40.9227546,-074.0183767
34,003,105103,34003105103,P,Garfield city ward 1 voting district 3,Garfield city ward 1 voting district 3,00,G5240,S,232697,0,+40.8718409,-074.1087639
34,003,145002,34003145002,A,Leonia borough voting district 2,Leonia borough voting district 2,00,G5240,N,441103,0,+40.8560789,-073.9865625
34,003,105401,34003105401,A,Garfield city ward 4 voting district 1,Garfield city ward 4 voting district 1,00,G5240,N,590030,79245,+40.8856051,-074.1222722
34,003,255006,34003255006,A,Ridgewood village voting district 6,Ridgewood village voting district 6,00,G5240,N,663930,0,+40.9758859,-074.1286818
34,003,085023,34003085023,A,Fair Lawn borough voting district 23,Fair Lawn borough voting district 23,00,G5240,N,474863,47581,+40.9258060,-074.1369070
34,003,230007,34003230007,P,Paramus borough voting district 7,Paramus borough voting district 7,00,G5240,S,829878,0,+40.9412445,-074.0660195
34,003,030001,34003030001,A,Cliffside Park borough voting district 1,Cliffside Park borough voting district 1,00,G5240,N,194659,0,+40.8094475,-073.9949355
34,003,245005,34003245005,A,Ridgefield borough voting district 5,Ridgefield borough voting district 5,00,G5240,N,534014,0,+40.8301531,-074.0010112
34,003,325001,34003325001,A,Wallington borough voting district 1,Wallington borough voting district 1,00,G5240,N,254200,2809,+40.8523750,-074.1136075
34,003,350005,34003350005,A,Wyckoff township voting district 5,Wyckoff township voting district 5,00,G5240,N,976104,0,+40.9935973,-074.1564720
34,003,015010,34003015010,A,Bergenfield borough voting district 10,Bergenfield borough voting district 10,00,G5240,N,454674,0,+40.9149209,-074.0128959
34,003,030005,34003030005,A,Cliffside Park borough voting district 5,Cliffside Park borough voting district 5,00,G5240,N,173615,0,+40.8209081,-073.9894615
34,003,075304,34003075304,A,Englewood city ward 3 voting district 4,Englewood city ward 3 voting district 4,00,G5240,N,480943,0,+40.9035916,-073.9855222
34,003,300004,34003300004,A,Teaneck township voting district 4,Teaneck township voting district 4,00,G5240,N,622396,0,+40.8847360,-074.0190659
34,003,260007,34003260007,P,River Edge borough voting district 7,River Edge borough voting district 7,00,G5240,S,637698,523,+40.9165898,-074.0442455
34,003,030002,34003030002,A,Cliffside Park borough voting district 2,Cliffside Park borough voting district 2,00,G5240,N,158329,0,+40.8132367,-073.9926891
34,003,255011,34003255011,P,Ridgewood village voting district 11,Ridgewood village voting district 11,00,G5240,S,790967,3525,+40.9886396,-074.0981374
34,035,040442,34035040442,A,Franklin township ward 4 voting district 42,Franklin township ward 4 voting district 42,00,G5240,N,526417,0,+40.5019111,-074.4802619
34,035,070006,34035070006,A,North Plainfield borough voting district 6,North Plainfield borough voting district 6,00,G5240,N,286742,0,+40.6147902,-074.4582548
34,035,050021,34035050021,A,Hillsborough township voting district 21,Hillsborough township voting district 21,00,G5240,N,495162,0,+40.5047596,-074.6665121
34,035,040324,34035040324,A,Franklin township ward 3 voting district 24,Franklin township ward 3 voting district 24,00,G5240,N,1160000,0,+40.4962507,-074.5192978
34,035,030019,34035030019,A,Bridgewater township voting district 19,Bridgewater township voting district 19,00,G5240,N,2238594,0,+40.6100734,-074.6528307
34,035,065010,34035065010,A,Montgomery township voting district 10,Montgomery township voting district 10,00,G5240,N,415370,0,+40.4620445,-074.6558578
34,035,025015,34035025015,A,Branchburg township voting district 15,Branchburg township voting district 15,00,G5240,N,1772352,4600,+40.5751766,-074.7128129
34,035,050002,34035050002,A,Hillsborough township voting district 2,Hillsborough township voting district 2,00,G5240,N,773086,0,+40.5100401,-074.6437815
34,035,040218,34035040218,A,Franklin township ward 2 voting district 18,Franklin township ward 2 voting district 18,00,G5240,N,1789528,0,+40.5163078,-074.5294143
34,035,030025,34035030025,A,Bridgewater township voting district 25,Bridgewater township voting district 25,00,G5240,N,2405460,34577,+40.6190424,-074.6564099
34,035,055005,34035055005,A,Manville borough voting district 5,Manville borough voting district 5,00,G5240,N,508694,0,+40.5404781,-074.5954791
34,035,100012,34035100012,A,Warren township voting district 12,Warren township voting district 12,00,G5240,N,3557930,0,+40.6158658,-074.5089119
34,035,025009,34035025009,A,Branchburg township voting district 9,Branchburg township voting district 9,00,G5240,N,2655973,0,+40.5568615,-074.7242758
34,035,090009,34035090009,A,Somerville borough voting district 9,Somerville borough voting district 9,00,G5240,N,442400,0,+40.5638563,-074.5966730
34,035,025003,34035025003,A,Branchburg township voting district 3,Branchburg township voting district 3,00,G5240,N,1526329,0,+40.5692734,-074.7031025
34,035,010007,34035010007,A,Bernards township voting district 7,Bernards township voting district 7,00,G5240,N,1336073,0,+40.7012043,-074.5471573
34,035,040109,34035040109,A,Franklin township ward 1 voting district 9,Franklin township ward 1 voting district 9,00,G5240,N,669594,4064,+40.4382283,-074.5430019
34,035,100003,34035100003,P,Warren township voting district 3,Warren township voting district 3,00,G5240,S,2387496,0,+40.6258168,-074.5571795
34,035,040106,34035040106,A,Franklin township ward 1 voting district 6,Franklin township ward 1 voting district 6,00,G5240,N,341406,0,+40.4323440,-074.5583724
34,035,010021,34035010021,A,Bernards township voting district 21,Bernards township voting district 21,00,G5240,N,548896,0,+40.6492093,-074.6166310
34,035,050028,34035050028,A,Hillsborough township voting district 28,Hillsborough township voting district 28,00,G5240,N,12310040,221263,+40.5403218,-074.6743939
34,035,020004,34035020004,A,Bound Brook borough voting district 4,Bound Brook borough voting district 4,00,G5240,N,930934,65267,+40.5606952,-074.5419504
34,035,040214,34035040214,P,Franklin township ward 2 voting district 14,Franklin township ward 2 voting district 14,00,G5240,S,1055410,48644,+40.5309074,-074.5072098
34,035,005001,34035005001,A,Bedminster township voting district 1,Bedminster township voting district 1,00,G5240,N,3251867,118539,+40.6760269,-074.6418228
34,035,015007,34035015007,P,Bernardsville borough voting district 7,Bernardsville borough voting district 7,00,G5240,S,5052712,10322,+40.7423165,-074.5630003
34,035,010020,34035010020,A,Bernards township voting district 20,Bernards township voting district 20,00,G5240,N,6844024,30969,+40.6516606,-074.5874454
34,035,050007,34035050007,A,Hillsborough township voting district 7,Hillsborough township voting district 7,00,G5240,N,10050805,99938,+40.5162435,-074.5995626
34,035,050030,34035050030,A,Hillsborough township voting district 30,Hillsborough township voting district 30,00,G5240,N,13039861,154286,+40.4818456,-074.7266750
34,035,070004,34035070004,A,North Plainfield borough voting district 4,North Plainfield borough voting district 4,00,G5240,N,476384,0,+40.6350485,-074.4250345
34,035,040523,34035040523,P,Franklin township ward 5 voting district 23,Franklin township ward 5 voting district 23,00,G5240,S,1339279,65608,+40.5250408,-074.5009185
34,035,010001,34035010001,A,Bernards township voting district 1,Bernards township voting district 1,00,G5240,N,2610058,13498,+40.7331616,-074.5526774
34,035,040102,34035040102,P,Franklin township ward 1 voting district 2,Franklin township ward 1 voting district 2,00,G5240,S,9252743,186728,+40.4322050,-074.6011201
34,035,065011,34035065011,A,Montgomery township voting district 11,Montgomery township voting district 11,00,G5240,N,3091518,9025,+40.4555470,-074.6454905
34,035,070008,34035070008,A,North Plainfield borough voting district 8,North Plainfield borough voting district 8,00,G5240,N,684878,0,+40.6268907,-074.4410957
34,035,005004,34035005004,P,Bedminster township voting district 4,Bedminster township voting district 4,00,G5240,S,661359,0,+40.6590268,-074.6333642
34,035,100007,34035100007,A,Warren township voting district 7,Warren township voting district 7,00,G5240,N,4399306,0,+40.6393442,-074.4802703
34,035,005006,34035005006,P,Bedminster township voting district 6,Bedminster township voting district 6,00,G5240,S,607319,3006,+40.6452576,-074.6346308
34,035,010003,34035010003,A,Bernards township voting district 3,Bernards township voting district 3,00,G5240,N,7102282,112697,+40.7150684,-074.5336416
34,035,065015,34035065015,A,Montgomery township voting district 15,Montgomery township voting district 15,00,G5240,N,3567789,0,+40.4298557,-074.6862473
34,035,040328,34035040328,P,Franklin township ward 3 voting district 28,Franklin township ward 3 voting district 28,00,G5240,S,7922843,43843,+40.4875381,-074.5450045
34,035,030017,34035030017,A,Bridgewater township voting district 17,Bridgewater township voting district 17,00,G5240,N,1838442,27821,+40.6401660,-074.6214803
34,035,010013,34035010013,A,Bernards township voting district 13,Bernards township voting district 13,00,G5240,N,911963,10859,+40.6618481,-074.5584401
34,035,090002,34035090002,A,Somerville borough voting district 2,Somerville borough voting district 2,00,G5240,N,533985,1723,+40.5758622,-074.6187275
34,035,020001,34035020001,A,Bound Brook borough voting district 1,Bound Brook borough voting district 1,00,G5240,N,880065,5562,+40.5647727,-074.5319573
34,035,040435,34035040435,A,Franklin township ward 4 voting district 35,Franklin township ward 4 voting district 35,00,G5240,N,545536,0,+40.4975338,-074.4888495
34,035,040547,34035040547,P,Franklin township ward 5 voting district 47,Franklin township ward 5 voting district 47,00,G5240,S,608253,75381,+40.5068373,-074.4750781
34,035,030016,34035030016,A,Bridgewater township voting district 16,Bridgewater township voting district 16,00,G5240,N,2809452,145889,+40.5596613,-074.6797458
34,035,070011,34035070011,A,North Plainfield borough voting district 11,North Plainfield borough voting district 11,00,G5240,N,641793,7496,+40.6105898,-074.4460288
34,035,090004,34035090004,A,Somerville borough voting district 4,Somerville borough voting district 4,00,G5240,N,327787,0,+40.5702226,-074.6081533
34,035,010022,34035010022,A,Bernards township voting district 22,Bernards township voting district 22,00,G5240,N,1244943,0,+40.6529964,-074.6029248
34,035,025013,34035025013,A,Branchburg township voting district 13,Branchburg township voting district 13,00,G5240,N,10800895,229659,+40.5190852,-074.7437376
34,035,050022,34035050022,A,Hillsborough township voting district 22,Hillsborough township voting district 22,00,G5240,N,1495588,0,+40.4719333,-074.6173937
34,035,010002,34035010002,A,Bernards township voting district 2,Bernards township voting district 2,00,G5240,N,1458286,0,+40.7115415,-074.5562708
34,035,065019,34035065019,A,Montgomery township voting district 19,Montgomery township voting district 19,00,G5240,N,4340266,22290,+40.3835941,-074.7197077
34,035,040332,34035040332,A,Franklin township ward 3 voting district 32,Franklin township ward 3 voting district 32,00,G5240,N,1594473,0,+40.4516743,-074.5369465
34,035,070014,34035070014,P,North Plainfield borough voting district 14,North Plainfield borough voting district 14,00,G5240,S,411677,0,+40.6355572,-074.4175531
34,035,045003,34035045003,P,Green Brook township voting district 3,Green Brook township voting district 3,00,G5240,S,1794485,899,+40.5901540,-074.4929000
34,035,050032,34035050032,A,Hillsborough township voting district 32,Hillsborough township voting district 32,00,G5240,N,293418,0,+40.5040754,-074.6564511
34,035,090007,34035090007,A,Somerville borough voting district 7,Somerville borough voting district 7,00,G5240,N,427788,0,+40.5766096,-074.6051738
34,035,065005,34035065005,A,Montgomery township voting district 5,Montgomery township voting district 5,00,G5240,N,2075642,0,+40.4524469,-074.6282249
34,035,050011,34035050011,A,Hillsborough township voting district 11,Hillsborough township voting district 11,00,G5240,N,1527580,12669,+40.4639883,-074.5913993
34,035,050027,34035050027,A,Hillsborough township voting district 27,Hillsborough township voting district 27,00,G5240,N,2781326,12087,+40.4807092,-074.5982896
34,035,100005,34035100005,A,Warren township voting district 5,Warren township voting district 5,00,G5240,N,4691036,0,+40.6112486,-074.5290937
34,035,015003,34035015003,P,Bernardsville borough voting district 3,Bernardsville borough voting district 3,00,G5240,S,2189227,87145,+40.7080258,-074.5792884
34,035,070001,34035070001,A,North Plainfield borough voting district 1,North Plainfield borough voting district 1,00,G5240,N,549546,882,+40.6203371,-074.4296559
34,035,065013,34035065013,A,Montgomery township voting district 13,Montgomery township voting district 13,00,G5240,N,932127,0,+40.3939772,-074.6458669
34,035,025012,34035025012,A,Branchburg township voting district 12,Branchburg township voting district 12,00,G5240,N,3495449,0,+40.6000481,-074.7069997
34,035,055004,34035055004,A,Manville borough voting district 4,Manville borough voting district 4,00,G5240,N,606661,0,+40.5445698,-074.5829378
34,035,070005,34035070005,A,North Plainfield borough voting district 5,North Plainfield borough voting district 5,00,G5240,N,662004,0,+40.6204495,-074.4447413
34,035,090008,34035090008,A,Somerville borough voting district 8,Somerville borough voting district 8,00,G5240,N,1086321,45211,+40.5626657,-074.6121234
34,035,010016,34035010016,A,Bernards township voting district 16,Bernards township voting district 16,00,G5240,N,7332332,8648,+40.6379906,-074.5847224
